,ID_transaccion,Rut,Fecha,Monto,Local
1013,18939,18438026,2020-01-11 16:24:04.800390275,76417,L6
1014,18812,18438026,2020-01-11 02:07:37.207903081,26927,L9
1015,20888,18438026,2020-01-07 04:24:36.412716481,67138,L13
1016,17390,18468999,2020-01-03 14:26:31.739165785,83424,L8
1017,12137,18468999,2020-01-04 21:53:18.991787950,63898,L9
1018,13984,18468999,2020-01-09 04:46:16.030571591,53843,L8
1019,14117,18468999,2020-01-11 22:19:32.583136840,45453,L1
1020,14998,18468999,2020-01-07 17:00:36.588340515,61412,L13
1021,21515,18468999,2020-01-11 14:52:38.305553297,35819,L12
1022,20395,18468999,2020-01-06 07:07:00.034149117,45428,L1
1023,18420,18468999,2020-01-10 20:00:33.953979998,9493,L4
1024,21930,18468999,2020-01-06 06:50:15.464671924,58277,L9
1025,10492,18468999,2020-01-08 17:03:04.112529474,63099,L13
1026,19303,18468999,2020-01-11 02:44:58.170582974,79285,L11
1027,20937,18469776,2020-01-07 15:04:41.876575331,4920,L13
1028,11959,18469776,2020-01-05 19:04:28.997479469,9894,L6
1029,19882,18469776,2020-01-09 16:20:27.026587527,35806,L1
1030,19653,18469776,2020-01-05 21:22:17.377022522,73739,L3
1031,16261,18469776,2020-01-09 23:39:37.656720058,53765,L2
1032,12182,18469776,2020-01-07 20:20:14.147491666,26478,L1
1033,11806,18469776,2020-01-03 17:59:02.044068623,51698,L8
1034,16762,18469776,2020-01-04 06:28:35.846816814,64239,L13
1035,18888,18469776,2020-01-09 23:58:56.775347589,5406,L9
1036,15615,18469776,2020-01-08 17:09:30.485405317,3992,L15
1037,14320,18469776,2020-01-01 05:01:22.250589478,64065,L9
1038,14671,18469776,2020-01-03 23:26:09.786161476,19614,L16
1039,11743,18469776,2020-01-05 10:24:10.069111309,18552,L17
1040,10934,18469776,2020-01-09 07:09:13.508415318,5638,L13
1041,15667,18469776,2020-01-01 21:54:57.341247255,33380,L2
1042,18006,18470768,2020-01-09 04:14:04.166192373,42293,L14
1043,10876,18470768,2020-01-04 22:37:06.327343686,40360,L4
1044,14135,18470768,2020-01-07 05:38:01.063501097,52297,L10
1045,14973,18470768,2020-01-02 18:59:40.974062931,76460,L11
1046,21023,18470768,2020-01-04 23:00:17.269696723,45453,L8
1047,11422,18470768,2020-01-10 02:55:23.392145702,80137,L6
1048,18315,18470768,2020-01-02 02:53:45.042686397,3558,L8
1049,19321,18470768,2020-01-04 23:05:26.367997398,64077,L7
1050,21901,18470768,2020-01-08 00:57:08.181152939,16773,L17
1051,22038,18470768,2020-01-10 07:46:27.446133832,38262,L3
1052,10817,18470768,2020-01-04 15:46:15.737864867,37623,L1
1053,18341,18470768,2020-01-06 12:10:56.833888934,77708,L8
1054,10588,18470768,2020-01-08 14:07:54.770306529,83742,L3
1055,13059,18470768,2020-01-09 11:03:37.481096024,44368,L10
1056,18732,18470768,2020-01-01 23:17:22.914058053,82819,L5
1057,21157,18470768,2020-01-05 11:46:35.641922107,32168,L6
1058,13554,18470768,2020-01-05 05:16:21.445645987,85093,L10
1059,20249,18474947,2020-01-09 23:38:20.382144889,26656,L13
1060,22291,18474947,2020-01-05 01:24:32.022115619,5230,L5
1061,19104,18474947,2020-01-05 08:26:58.082770957,8275,L15
1062,10175,18474947,2020-01-03 04:18:38.139686153,50334,L16
1063,12690,18474947,2020-01-02 13:09:22.289617042,69881,L8
1064,10983,18474947,2020-01-01 07:29:28.826733880,40110,L3
1065,19202,18474947,2020-01-01 20:00:19.904057240,2235,L17
1066,11005,18474947,2020-01-03 12:34:28.851126107,48069,L14
1067,11976,18474947,2020-01-08 05:46:54.960565899,2154,L8
1068,18853,18474947,2020-01-08 07:06:45.984226359,79579,L13
1069,17777,18474947,2020-01-05 23:00:10.244735344,49367,L12
1070,14634,18474947,2020-01-02 01:08:08.527522562,77051,L15
1071,15676,18474947,2020-01-02 06:24:58.073014066,81483,L1
1072,11836,18474947,2020-01-10 20:57:14.035287421,84675,L14
1073,12683,18474947,2020-01-05 02:50:49.418651922,18858,L5
1074,12405,18474947,2020-01-03 11:41:40.593544190,5235,L7
1075,17677,18474947,2020-01-03 01:23:28.797463208,36217,L2
1076,11169,18474947,2020-01-09 12:47:56.721684689,60891,L17
1077,15253,18474947,2020-01-08 13:33:08.356776973,58085,L16
1078,10224,18474947,2020-01-02 00:35:56.663143344,7637,L7
1079,18743,18474947,2020-01-07 23:29:33.510041466,62302,L6
1080,16630,18474947,2020-01-09 20:43:11.039921944,38109,L6
1081,12878,18474947,2020-01-03 12:22:53.379949589,56143,L4
1082,18049,18474947,2020-01-09 14:01:21.372469306,71687,L3
1083,12177,18474947,2020-01-03 22:44:56.999756077,17460,L10
1084,10344,18475111,2020-01-07 06:12:47.477030652,59714,L11
1085,15650,18475111,2020-01-04 22:07:29.012114806,14170,L5
1086,21040,18475111,2020-01-07 23:02:30.743962923,31751,L6
1087,12362,18475111,2020-01-10 19:24:30.265875274,30459,L6
1088,12092,18475111,2020-01-10 09:33:21.235872835,4621,L9
1089,16073,18475111,2020-01-06 23:59:17.850231726,52135,L16
1090,10807,18475111,2020-01-11 17:27:11.254573542,29662,L5
1091,15321,18475111,2020-01-03 07:48:33.895438653,2595,L17
1092,17999,18475111,2020-01-10 15:19:48.096593219,6943,L8
1093,19330,18475111,2020-01-02 09:35:34.710139035,31243,L11
1094,10467,18475111,2020-01-11 20:03:01.478168956,43648,L10
1095,15789,18475111,2020-01-03 17:44:52.023741767,41930,L17
1096,15385,18475111,2020-01-02 02:58:54.140987072,49140,L15
1097,20406,18475111,2020-01-11 13:41:48.203919017,55786,L16
1098,11570,18478234,2020-01-03 19:22:44.891454589,43850,L6
1099,21238,18478234,2020-01-03 05:47:30.085372794,64310,L13
1100,20943,18478234,2020-01-02 23:13:24.065371168,45619,L11
1101,14163,18478234,2020-01-10 02:52:48.842995365,28884,L11
1102,13276,18478234,2020-01-11 14:30:44.637775428,31169,L1
1103,21038,18478234,2020-01-06 22:13:41.335067891,2811,L2
1104,16539,18478234,2020-01-02 09:11:06.493210830,70451,L14
1105,20646,18478234,2020-01-07 20:04:46.852589641,66473,L17
1106,10805,18478234,2020-01-06 22:13:41.335067891,84257,L14
1107,22090,18478234,2020-01-05 09:00:27.221725343,56958,L16
1108,10754,18478234,2020-01-05 21:04:15.532970160,84831,L5
1109,13485,18478234,2020-01-04 20:51:29.812179852,3324,L4
1110,21467,18478234,2020-01-07 05:26:25.592324579,73910,L10
1111,11764,18478234,2020-01-02 15:03:59.726807057,37290,L15
1112,21529,18478234,2020-01-09 00:28:41.115537848,75550,L4
1113,14848,18478234,2020-01-03 14:48:25.406943653,30867,L12
1114,15936,18479274,2020-01-11 05:01:29.275550857,9098,L7
1115,11965,18479274,2020-01-10 17:56:55.594763802,47899,L5
1116,14225,18479274,2020-01-08 10:30:15.367103016,7836,L12
1117,20861,18479274,2020-01-11 05:42:42.061956256,46276,L3
1118,16309,18479274,2020-01-09 01:40:48.491747296,14339,L8
1119,18245,18479274,2020-01-09 02:32:19.474754045,87861,L10
1120,22112,18479274,2020-01-06 10:40:47.613627124,86230,L16
1121,10740,18479274,2020-01-07 11:33:28.846247662,7033,L2
1122,13560,18479274,2020-01-04 10:47:28.036425725,56890,L9
1123,14996,18479274,2020-01-11 14:07:33.695422392,16825,L6
1124,12305,18479274,2020-01-10 12:06:36.910317912,71019,L6
1125,10173,18479274,2020-01-07 14:56:58.229124319,18647,L10
1126,10255,18479274,2020-01-06 15:26:42.569314578,11761,L5
1127,19336,18479274,2020-01-06 11:01:24.006829823,49085,L16
1128,10932,18479274,2020-01-10 19:42:32.109927636,43045,L5
1129,17892,18479274,2020-01-06 21:02:51.233433612,82089,L5
1130,16991,18479274,2020-01-04 23:15:44.564598747,3346,L14
1131,22253,18479274,2020-01-06 15:56:19.884543458,58859,L14
1132,18263,18485349,2020-01-11 19:03:46.847711196,44812,L14
1133,14444,18485349,2020-01-08 04:55:23.977559151,40452,L5
1134,21423,18485349,2020-01-04 23:18:19.113749085,66874,L7
1135,10712,18485349,2020-01-01 10:15:37.246930644,85300,L6
1136,17768,18485349,2020-01-11 15:39:00.190259370,17091,L11
1137,17705,18485349,2020-01-02 05:48:54.384909342,15731,L8
1138,20291,18485349,2020-01-04 15:15:21.148060817,84279,L5
1139,11166,18485349,2020-01-03 22:56:32.470932596,69747,L8
1140,14628,18485349,2020-01-04 09:07:00.619562566,38131,L2
1141,16015,18485349,2020-01-10 16:51:14.591430197,51689,L9
1142,10961,18485349,2020-01-11 05:18:13.845028051,68528,L4
1143,13293,18485349,2020-01-08 00:35:14.513375071,11536,L11
1144,14286,18485349,2020-01-02 08:04:08.215302057,17495,L14
1145,17594,18485349,2020-01-04 11:51:51.765184161,60438,L10
1146,20306,18485349,2020-01-06 13:21:46.935523213,83698,L7
1147,17109,18485349,2020-01-01 08:50:37.124969509,22357,L12
1148,22192,18485349,2020-01-08 03:57:26.621676559,73069,L5
1149,20059,18485349,2020-01-07 15:15:00.073176681,61900,L9
1150,14969,18485349,2020-01-10 23:08:36.041954630,59178,L9
1151,11522,18485349,2020-01-04 03:56:37.446946906,9425,L16
1152,16703,18490998,2020-01-09 17:59:37.168875518,29550,L11
1153,13659,18490998,2020-01-03 20:25:51.345637856,19884,L12
1154,10654,18490998,2020-01-11 00:38:45.262216440,87666,L3
1155,15567,18490998,2020-01-09 15:22:29.670704935,33573,L8
1156,14244,18490998,2020-01-04 22:02:19.913814131,73414,L16
1157,17603,18490998,2020-01-06 22:31:43.179120253,16073,L16
1158,21337,18490998,2020-01-03 02:16:17.055045125,86177,L7
1159,15735,18490998,2020-01-10 19:55:24.855679323,55892,L7
1160,16103,18490998,2020-01-07 20:16:22.323766159,63291,L17
1161,12187,18490998,2020-01-02 13:06:47.740466704,63752,L11
1162,14928,18490998,2020-01-10 16:28:03.649077160,75528,L15
1163,20838,18490998,2020-01-09 23:16:26.714367021,58864,L17
1164,18707,18491263,2020-01-06 09:29:57.511992844,86079,L10
1165,19537,18491263,2020-01-09 01:16:20.274819091,36187,L14
1166,17156,18491263,2020-01-08 11:24:20.899260102,11559,L15
1167,13784,18491263,2020-01-02 03:20:47.808764940,38241,L1
1168,21044,18491263,2020-01-01 05:29:42.291243190,80405,L2
1169,12294,18491263,2020-01-01 17:05:10.561834295,34634,L8
1170,18109,18491263,2020-01-11 21:55:04.366208634,69239,L8
1171,14133,18491263,2020-01-09 13:33:01.331815594,43494,L2
1172,11547,18491263,2020-01-01 05:36:08.664119034,68149,L4
1173,15062,18491263,2020-01-10 19:20:38.442149768,62661,L9
1174,15247,18491263,2020-01-10 20:54:39.486137084,76521,L3
1175,19678,18491263,2020-01-05 06:38:47.018456785,89436,L12
1176,11287,18491263,2020-01-07 15:04:41.876575331,58271,L6
1177,15926,18491263,2020-01-07 18:03:43.042523782,51512,L7
1178,17889,18491263,2020-01-08 05:34:02.214814212,80264,L1
1179,13999,18491263,2020-01-03 14:54:51.779819497,32372,L14
1180,18948,18491263,2020-01-11 05:19:31.119603219,63536,L4
1181,13572,18497881,2020-01-03 06:04:14.654849987,23918,L3
1182,21988,18497881,2020-01-08 05:27:35.841938369,30292,L16
1183,14754,18497881,2020-01-11 18:45:45.003658834,21370,L13
1184,12081,18497881,2020-01-01 03:24:46.657451825,35648,L6
1185,20378,18497881,2020-01-01 16:49:43.266932270,85664,L6
1186,15037,18497881,2020-01-01 21:06:00.907390844,70700,L10
1187,17831,18497881,2020-01-10 00:04:05.873648264,41236,L3
1188,19087,18497881,2020-01-07 05:56:02.907553459,57443,L6
1189,16910,18497881,2020-01-11 18:16:07.688429953,47097,L2
1190,19912,18497881,2020-01-11 01:01:56.204569477,11907,L9
1191,13173,18497881,2020-01-02 04:36:47.008699894,41045,L14
1192,16379,18501507,2020-01-11 11:51:02.590454508,86037,L17
1193,20548,18501507,2020-01-01 15:53:03.185624847,59165,L12
1194,11133,18501507,2020-01-01 20:01:37.178632409,28895,L13
1195,19513,18501507,2020-01-02 20:07:56.526546873,56521,L1
1196,21306,18501507,2020-01-02 01:17:09.449548743,22733,L15
1197,14694,18501507,2020-01-01 03:32:30.304902837,3269,L16
1198,15611,18501507,2020-01-06 20:56:24.860557768,69543,L13
1199,14052,18501507,2020-01-01 15:00:14.928042930,25974,L14
1200,19301,18501507,2020-01-04 07:48:26.870477274,53133,L15
1201,17513,18501507,2020-01-01 08:22:17.084315798,11017,L16
1202,11347,18501507,2020-01-04 17:00:57.663224652,42832,L2
1203,19637,18501507,2020-01-06 01:48:53.214082445,39259,L13
1204,12180,18501507,2020-01-04 05:47:23.060411415,24946,L1
1205,13955,18501507,2020-01-08 06:29:25.021546467,78319,L7
1206,20649,18501507,2020-01-02 02:31:51.374908529,59991,L11
1207,20334,18501507,2020-01-06 05:41:59.912187982,9052,L5
1208,11266,18501507,2020-01-07 02:14:31.680624441,34793,L11
1209,19181,18501507,2020-01-11 12:59:18.142938450,43064,L3
1210,11155,18501507,2020-01-07 00:35:21.538336450,31693,L3
1211,21073,18501507,2020-01-01 21:36:55.497194893,21850,L16
1212,15977,18501507,2020-01-09 15:22:29.670704935,49857,L12
1213,20282,18501507,2020-01-01 02:01:03.810065859,50964,L12
1214,20946,18501507,2020-01-04 08:09:03.263679974,51173,L1
1215,13918,18501507,2020-01-04 21:46:52.618912106,53563,L1
1216,11149,18501507,2020-01-10 15:01:46.252540857,26941,L7
1217,16176,18501507,2020-01-03 07:55:00.268314497,55471,L10
1218,15837,18501507,2020-01-06 10:18:53.945849256,59602,L15
1219,15625,18501507,2020-01-04 13:02:41.866818440,41852,L12
1220,17721,18502426,2020-01-02 15:38:46.140336612,39958,L3
1221,20352,18502426,2020-01-03 04:14:46.315960647,67894,L13
1222,19978,18502426,2020-01-06 10:20:11.220424424,32486,L16
1223,15844,18502426,2020-01-02 06:50:43.564517440,60150,L5
1224,19999,18502426,2020-01-02 15:27:10.669160094,53019,L2
1225,20366,18502426,2020-01-03 13:11:49.813806000,12221,L8
1226,13407,18502426,2020-01-09 09:20:35.515082527,73083,L17
1227,17173,18502426,2020-01-02 09:34:17.435563866,64218,L17
1228,19142,18502426,2020-01-04 05:55:06.707862427,88787,L4
1229,15744,18502426,2020-01-03 08:37:30.329295064,7790,L14
1230,18224,18502426,2020-01-09 18:03:28.992601024,53199,L3
1231,17621,18502426,2020-01-06 13:37:14.230425237,64293,L8
1232,18218,18502426,2020-01-07 06:51:25.714285714,69122,L8
1233,21708,18502426,2020-01-06 21:20:53.077485974,76282,L12
1234,19123,18502426,2020-01-06 07:35:20.074802829,52611,L6
1235,12165,18502426,2020-01-02 22:23:10.356939588,49941,L16
1236,16485,18502426,2020-01-06 23:24:31.436702170,56139,L6
1237,18918,18502426,2020-01-08 00:30:05.415074396,62356,L6
1238,19598,18503885,2020-01-03 23:49:20.728514513,8554,L3
1239,20168,18503885,2020-01-09 15:05:45.101227742,61558,L16
1240,19558,18503885,2020-01-02 23:45:35.929750386,34088,L5
1241,21842,18503885,2020-01-07 21:18:11.503374258,3261,L14
1242,13209,18503885,2020-01-08 10:00:38.051874136,11536,L9
1243,19476,18503885,2020-01-03 20:33:34.993088869,26910,L2
1244,20560,18503885,2020-01-01 19:47:27.158305553,45549,L8
1245,18593,18503885,2020-01-09 18:39:32.680705748,56257,L16
1246,21734,18503885,2020-01-04 17:31:52.253028701,3764,L15
1247,18731,18503885,2020-01-03 01:27:20.621188714,6738,L8
1248,20126,18503885,2020-01-01 13:23:39.334905276,14952,L17
1249,20424,18503885,2020-01-09 00:19:40.193511667,65189,L8
1250,14662,18505006,2020-01-04 03:30:51.955443532,5918,L17
1251,14966,18505006,2020-01-10 19:57:59.404829661,8239,L11
1252,14223,18505006,2020-01-11 19:54:00.556142775,68680,L15
1253,18613,18505006,2020-01-10 17:11:50.984632897,47889,L8
1254,15251,18505006,2020-01-02 03:22:05.083340108,26997,L15
1255,19871,18505006,2020-01-01 05:12:57.721765997,16166,L12
1256,13346,18505006,2020-01-04 16:30:03.073420603,47306,L11
1257,22109,18505006,2020-01-02 13:06:47.740466704,86474,L15
1258,12856,18505006,2020-01-01 11:00:41.857061549,77699,L1
1259,21042,18505006,2020-01-10 10:50:37.710382958,46174,L8
1260,16806,18505006,2020-01-03 10:51:26.885112610,30233,L16
1261,19158,18505006,2020-01-10 02:14:10.605740304,66614,L5
1262,11045,18505006,2020-01-08 05:27:35.841938369,25347,L12
1263,14155,18505006,2020-01-03 09:03:15.820798438,78273,L11
1264,12816,18505006,2020-01-02 05:15:25.245954955,39666,L11
1265,19975,18505006,2020-01-01 16:07:13.205951703,44668,L1
1266,10607,18505006,2020-01-05 16:38:56.970485405,54759,L15
1267,19391,18505006,2020-01-10 03:59:47.120904138,54810,L8
1268,10565,18505006,2020-01-09 17:55:45.345150012,25842,L1
1269,13721,18510148,2020-01-08 13:35:42.905927311,35898,L8
1270,18942,18510148,2020-01-08 15:56:05.834620700,64846,L2
1271,21999,18510148,2020-01-04 14:18:41.066753394,19625,L1
1272,19802,18510148,2020-01-05 20:39:47.316041954,62460,L13
1273,21961,18510148,2020-01-02 17:12:47.184323928,1832,L15
1274,13026,18510148,2020-01-01 01:30:09.220261809,2426,L3
1275,21560,18510148,2020-01-10 00:25:59.541426132,31163,L4
1276,11455,18510148,2020-01-01 19:24:16.215952516,11945,L8
1277,12242,18510148,2020-01-03 19:31:45.813480770,8649,L3
1278,12133,18510148,2020-01-08 13:20:15.611025286,57963,L14
1279,20674,18510148,2020-01-10 18:00:47.418489308,24263,L12
1280,12786,18510148,2020-01-11 17:25:53.979998373,17280,L14
1281,16699,18510148,2020-01-03 13:38:52.579884543,68822,L4
1282,10447,18510148,2020-01-08 11:19:11.800959427,30992,L15
1283,11731,18520737,2020-01-05 20:05:00.902512399,11404,L14
1284,19353,18520737,2020-01-06 21:58:14.040165867,35425,L15
1285,11624,18520737,2020-01-08 05:46:54.960565899,80477,L3
1286,20419,18520737,2020-01-02 09:30:25.611838360,26231,L5
1287,20980,18520737,2020-01-06 06:25:47.247743719,33549,L2
1288,15100,18520737,2020-01-11 04:00:57.370517928,33764,L7
1289,14328,18520737,2020-01-05 19:59:51.804211724,48110,L1
1290,22149,18520737,2020-01-05 08:41:08.103097812,14180,L3
1291,13349,18520737,2020-01-09 15:17:20.572404260,69957,L16
1292,20748,18520737,2020-01-11 14:38:28.285226441,36698,L17
1293,20818,18520737,2020-01-04 12:35:39.100739897,33227,L8
1294,14356,18520737,2020-01-06 03:13:53.336043580,81121,L9
1295,16185,18520737,2020-01-06 05:32:58.990161801,81302,L10
1296,17455,18520737,2020-01-04 18:40:07.805512643,2196,L14
1297,16701,18520737,2020-01-11 17:31:03.078299048,12318,L2
1298,13986,18520737,2020-01-08 01:44:47.340434181,19276,L1
1299,20425,18520737,2020-01-11 14:56:30.129278803,42117,L13
1300,14603,18520737,2020-01-02 12:23:00.404910968,26006,L14
1301,14464,18529030,2020-01-06 00:14:52.170095129,58737,L2
1302,18103,18529030,2020-01-03 10:17:57.746158224,31762,L15
1303,11627,18529030,2020-01-03 15:03:52.701845678,20749,L1
1304,17951,18529030,2020-01-04 01:58:08.186031384,51415,L5
1305,19362,18529030,2020-01-04 05:25:29.392633547,58838,L4
1306,18202,18529030,2020-01-09 12:32:29.426782665,56529,L10
1307,13106,18529030,2020-01-08 01:13:52.750630132,26162,L13
1308,16651,18529030,2020-01-07 05:05:49.199121879,42079,L11
1309,10523,18529030,2020-01-02 09:07:14.669485324,21732,L11
1310,14128,18529030,2020-01-01 19:01:05.273599479,4942,L15
1311,18457,18529030,2020-01-10 00:06:40.422798601,11075,L6
1312,10370,18529030,2020-01-02 13:36:25.055695585,79723,L17
1313,14262,18529030,2020-01-10 04:25:32.612407512,23465,L17
1314,22297,18529030,2020-01-04 22:22:56.307016830,26887,L5
1315,18557,18529030,2020-01-11 16:51:07.566468818,35221,L7
1316,17380,18529030,2020-01-02 18:37:47.306285063,39176,L2
1317,14929,18538900,2020-01-11 03:04:17.289210505,55773,L14
1318,22255,18538900,2020-01-05 19:48:16.333035206,72779,L13
1319,13874,18538900,2020-01-04 07:09:48.633222213,59452,L8
1320,18091,18538900,2020-01-04 12:53:40.944792259,21662,L9
1321,20018,18538900,2020-01-11 19:19:14.142613220,43863,L4
1322,16752,18538900,2020-01-01 14:06:09.395885844,41027,L17
1323,13609,18538900,2020-01-07 00:27:37.890885437,77454,L6
1324,21153,18538900,2020-01-10 09:57:49.452801040,85919,L8
1325,17776,18538900,2020-01-01 08:27:26.182616472,54003,L4
1326,17943,18538900,2020-01-06 04:04:07.044475160,55930,L11
1327,16465,18538900,2020-01-08 17:27:32.329457679,38778,L5
1328,11147,18538900,2020-01-04 02:54:48.267338808,82746,L1
1329,19250,18538900,2020-01-05 14:52:03.180746402,12979,L5
1330,12230,18538900,2020-01-06 03:51:14.298723473,26930,L16
1331,12965,18538900,2020-01-03 09:49:37.705504512,83800,L9
1332,16921,18538900,2020-01-10 10:00:24.001951378,9023,L16
1333,18433,18547783,2020-01-10 19:03:53.872672575,6909,L11
1334,14600,18547783,2020-01-09 14:43:51.433449874,12664,L1
1335,17927,18547783,2020-01-04 17:37:01.351329376,31231,L8
1336,14000,18547783,2020-01-11 15:29:59.268233189,78547,L14
1337,16588,18547783,2020-01-07 16:25:50.174810960,2826,L8
1338,17407,18547783,2020-01-09 13:27:52.233514919,84196,L5
1339,10472,18547783,2020-01-01 06:32:48.745426457,70937,L14
1340,10555,18547783,2020-01-09 03:44:26.850963493,35924,L16
1341,20841,18547783,2020-01-06 06:11:37.227416863,38238,L13
1342,12554,18547783,2020-01-03 01:05:26.953410846,58401,L3
1343,14250,18547783,2020-01-06 05:36:50.813887307,3859,L9
1344,14652,18547783,2020-01-10 14:01:14.347507927,4533,L5
1345,14546,18547783,2020-01-01 19:55:10.805756565,66379,L13
1346,20064,18547783,2020-01-08 09:36:09.834945930,25715,L14
1347,18880,18547783,2020-01-09 10:50:44.735344337,28136,L7
1348,17370,18547783,2020-01-08 06:19:06.824945117,10931,L9
1349,21956,18556086,2020-01-05 15:31:58.692576632,47607,L1
1350,11708,18556086,2020-01-10 05:55:41.832669322,10309,L8
1351,21820,18556086,2020-01-10 18:29:07.459143019,4736,L8
1352,14503,18556086,2020-01-03 21:22:31.426945280,88224,L7
1353,17956,18556086,2020-01-11 20:00:26.929018619,2277,L6
1354,13467,18556086,2020-01-10 15:40:24.489795918,85210,L3
1355,20486,18556086,2020-01-02 18:41:39.130010569,81078,L12
1356,19227,18556086,2020-01-05 16:53:06.990812261,46396,L5
1357,20717,18556086,2020-01-02 22:10:17.611187901,6377,L3
1358,22225,18556086,2020-01-05 14:25:00.414667859,43414,L5
1359,13275,18556086,2020-01-03 11:18:29.651191153,62056,L17
1360,12024,18556086,2020-01-09 01:02:10.254492235,1674,L5
1361,17147,18556086,2020-01-03 03:14:14.410927717,38258,L15
1362,15039,18556086,2020-01-04 01:24:39.047076998,78193,L1
1363,15186,18556086,2020-01-11 10:35:03.390519554,39258,L1
1364,16702,18556086,2020-01-03 03:52:52.648182779,44035,L16
1365,10608,18556086,2020-01-10 02:25:46.076916822,53276,L13
1366,14166,18559344,2020-01-04 14:23:50.165054069,44379,L9
1367,15777,18559344,2020-01-03 06:42:52.892105049,47725,L12
1368,19255,18559344,2020-01-06 22:38:09.551996097,66000,L6
1369,14818,18559344,2020-01-04 15:37:14.815838686,71251,L13
1370,13282,18559344,2020-01-09 17:44:09.873973493,24527,L1
1371,12083,18559344,2020-01-04 05:37:04.863810065,79891,L14
1372,20780,18559344,2020-01-05 05:12:29.621920481,4466,L11
1373,20205,18559344,2020-01-06 12:36:42.325392308,60723,L11
1374,10799,18559344,2020-01-09 20:44:28.314497113,28422,L12
1375,14307,18559344,2020-01-01 23:17:22.914058053,20465,L6
1376,11790,18559344,2020-01-07 09:01:30.446377754,15506,L10
1377,16613,18559344,2020-01-11 08:44:17.777055045,28213,L12
1378,12329,18559344,2020-01-05 05:42:06.937149361,25193,L3
1379,17032,18559344,2020-01-07 10:12:20.548012033,43141,L17
1380,15291,18559344,2020-01-09 07:56:52.667696560,26420,L17
1381,10695,18559344,2020-01-11 14:57:47.403853971,20697,L9
1382,10164,18559344,2020-01-03 08:29:46.681844052,44651,L12
1383,21617,18562597,2020-01-04 09:36:37.934791446,63255,L7
1384,22274,18562597,2020-01-05 14:08:15.845190665,10349,L13
1385,19034,18562597,2020-01-02 05:48:54.384909342,74574,L2
1386,21539,18562597,2020-01-02 12:43:36.798113667,48964,L3
1387,17755,18562597,2020-01-02 13:24:49.584519066,56787,L12
1388,20513,18562597,2020-01-04 04:48:08.429953654,48468,L1
1389,17690,18562597,2020-01-03 21:46:59.643873485,67621,L7
1390,16364,18562597,2020-01-04 08:42:32.402634360,22596,L15
1391,18142,18562597,2020-01-10 10:40:19.513781608,52799,L9
1392,12335,18562597,2020-01-06 06:30:56.346044393,11139,L5
1393,17127,18562597,2020-01-01 10:00:09.952028620,8452,L3
1394,15139,18562597,2020-01-11 20:30:04.244247499,66723,L3
1395,11980,18562597,2020-01-08 10:39:16.289129197,67597,L12
1396,16039,18562597,2020-01-08 06:33:16.845271973,50963,L3
1397,21410,18564103,2020-01-07 08:15:08.561671680,6418,L7
1398,13574,18564103,2020-01-03 09:56:04.078380356,84134,L9
1399,14838,18564103,2020-01-10 05:10:37.222538417,81401,L13
1400,14931,18564103,2020-01-11 10:05:26.075290674,36026,L12
1401,21120,18564103,2020-01-09 05:26:11.542401821,3312,L1
1402,19690,18564103,2020-01-11 04:38:18.333197821,30779,L8
1403,16671,18564103,2020-01-02 23:14:41.339946337,78199,L3
1404,10927,18564103,2020-01-09 01:21:29.373119765,2108,L4
1405,15474,18564103,2020-01-11 15:45:26.563135214,47459,L5
1406,10946,18564103,2020-01-04 08:41:15.128059191,74531,L11
1407,15314,18564103,2020-01-08 04:34:47.584356451,34173,L12
1408,18634,18564103,2020-01-06 09:26:05.688267338,73764,L3
1409,20972,18564103,2020-01-05 13:27:03.058785267,26003,L2
1410,16732,18564103,2020-01-08 15:14:53.048215302,65605,L3
1411,21481,18564103,2020-01-10 00:54:19.582079843,76816,L3
1412,13080,18564103,2020-01-07 22:26:27.055858199,72177,L7
1413,16038,18564103,2020-01-03 07:57:34.817464834,25579,L1
1414,13530,18565517,2020-01-07 03:52:24.548337263,1581,L2
1415,18130,18565517,2020-01-06 05:51:00.834214163,87512,L13
1416,21413,18565517,2020-01-05 03:34:36.754207659,41519,L3
1417,10282,18565517,2020-01-08 06:08:48.628343767,40292,L8
1418,21946,18565517,2020-01-06 05:11:05.322383933,19175,L12
1419,13162,18565517,2020-01-03 14:22:39.915440279,31938,L13
1420,13820,18565517,2020-01-03 12:58:57.068054313,29086,L9
1421,10549,18565517,2020-01-07 19:37:44.086511098,65163,L10
1422,16658,18565517,2020-01-02 03:20:47.808764940,50811,L2
1423,22040,18565517,2020-01-02 22:20:35.807789251,84616,L9
1424,15127,18565517,2020-01-01 05:59:19.606472070,51465,L6
1425,11069,18565517,2020-01-02 21:30:22.099357671,74203,L6
1426,18910,18565517,2020-01-10 08:08:21.113911700,28760,L15
1427,18120,18565517,2020-01-08 03:30:23.855598016,6556,L15
1428,14282,18565517,2020-01-08 18:08:45.115863078,62472,L13
1429,13083,18565517,2020-01-02 13:15:48.662492885,54300,L9
1430,18875,18565517,2020-01-11 12:29:40.827709569,27988,L14
1431,21592,18565517,2020-01-10 01:20:05.073583218,87593,L12
1432,21138,18565517,2020-01-03 21:37:58.721847304,55160,L9
1433,18771,18565517,2020-01-08 19:22:09.766647695,41791,L11
1434,19415,18565517,2020-01-03 04:36:39.983738515,13793,L5
1435,13786,18567137,2020-01-10 10:32:35.866330596,69525,L6
